"Questions","Who ","How ","In which ","What ","When ","Where ","Which "
"List the people educated at Harvard-Westlake School and has resting place as Palo Alto, California ?","0","0","0","0","0","0","0"
"In which country does the publishing house exist which was cofounded by Panos Loannides ?","0","0","1","0","0","0","0"
"Where does the jurisdiction of European Border and Coast Guard fall ?","0","0","0","0","0","1","0"
"In which series do I find Minbari species' characters ?","0","0","1","0","0","0","0"
"For whom did Michael Springer palyed for which is also had a former student named Donald Brooks ?","0","0","0","0","0","0","0"
"What have some US citizens died of ?","0","0","0","1","0","0","0"
"What is the mascot of the military unit whose commander is Herbert Bautista ?","0","0","0","1","0","0","0"
"Who owns Torrey Pines Gliderport ?","1","0","0","0","0","0","0"
"List all the school of the rugby player whose one of the school is Michael House ?","0","0","0","0","0","0","0"
"Where did the spouse of pmare ii die ?","0","0","0","0","0","1","0"
"Which software uses GTK+ as programming language ?","0","0","0","0","0","0","1"
"What is the operating system of the LG Optimus Vu and also the developer of the Dart (programming language) ?","0","0","0","1","0","0","0"
"List the alma mater of the person who is wedded to Sissela Bok. ?","0","0","0","0","0","0","0"
"What are some developers which use Emacs Lisp in their projects ?","0","0","0","1","0","0","0"
"What is the nationality of the successor of Nii Okaidja Adamafio ?","0","0","0","1","0","0","0"
"Which creation of Josh Friedman was portrayed in Terminator 2 ?","0","0","0","0","0","0","1"
"Which company developed the language designed by Lars Bak ?","0","0","0","0","0","0","1"
"Where did Aghasalim Childagh die ?","0","0","0","0","0","1","0"
"What is the birth location of the advisor of Richard Hofstadter ?","0","0","0","1","0","0","0"
"Who is the stock holder of the bank where  Peter Grauer works ?","1","0","0","0","0","0","0"
"Who starred in Nothing in Common and produced From the Earth to the Moon ?","1","0","0","0","0","0","0"
"What is the residence of the person, who starred in Men Will Be Men ?","0","0","0","1","0","0","0"
"Which show's network is Prime time Entertainment and has Douglas Netter as executive producer ?","0","0","0","0","0","0","1"
"list some shawnee people ?","0","0","0","0","0","0","0"
"Which religion is prevalent in the schools of the Ashanti region ?","0","0","0","0","0","0","1"
"Organization holding stocks of  Galician and German wikipedias ?","0","0","0","0","0","0","0"
"Name the river with mouth as Thames Estuary and passes through Reading Berkshire ?","0","0","0","0","0","0","0"
"In which races did the horses of Mon Capitaine take part ?","0","0","1","0","0","0","0"
"People born in Saint-Amand-en-Puisaye are famous for what things ?","0","0","0","0","0","0","0"
"List the goverener of Winston Bryant ?","0","0","0","0","0","0","0"
"List all the movies whose directors were born in Kenosha, Wisconsin ?","0","0","0","0","0","0","0"
"List down the associated musical artist of the writer of Rain Is a Good Thing ?","0","0","0","0","0","0","0"
"Who is the developer of Dart (programming language) ?","1","0","0","0","0","0","0"
"Which official residence of hugh Scott is also the origin of Long Rifle ?","0","0","0","0","0","0","1"
"What is the base currency of the Benelux which can be used in Republic of Montenegro ?","0","0","0","1","0","0","0"
"Which scientist is known for writing Philosophi Naturalis Principia Mathematica ?","0","0","0","0","0","0","1"
"Name the river with Readin, Brekshire in its path and mouth place is Sothend-on-sea ?","0","0","0","0","0","0","0"
"What religion did the president follow which was served by Kang Young-hoon ?","0","0","0","1","0","0","0"
"Which TV show's company is PlayTone and is produced by Stephen E. Ambrose ?","0","0","0","0","0","0","1"
"What religions are followed by members of the societies whose architectural influences can be seen on the Sanggar Agung ?","0","0","0","1","0","0","0"
"Which stockholder of yale Repertory Theatre was training center of William Anthony ?","0","0","0","0","0","0","1"
"Where did anton ausserer die ?","0","0","0","0","0","1","0"
"City of Miami Cemetery is the governing body of which city ?","0","0","0","0","0","0","0"
"Who are the people whose phD advisor was Harry Harlow ?","1","0","0","0","0","0","0"
"What are the albums whose artists have performed with the Tangerine Dream ?","0","0","0","1","0","0","0"
"What is the award which is presented by Swedish Academy ?","0","0","0","1","0","0","0"
"Which scientist was advised by John Robert Woodyard ?","0","0","0","0","0","0","1"
"Which animator of The Skeleton Dance is also the animator of the Tommy Tucker's Tooth ?","0","0","0","0","0","0","1"
"What is the place of birth of the jockey who breeded De La Rose ?","0","0","0","1","0","0","0"
"In which fields are the graduates of Worcester College, Oxford working ?","0","0","1","0","0","0","0"
"Who was in missions of Gemini 8 and Apollo 11 ?","1","0","0","0","0","0","0"
"Which movies did Mark Steven edit ?","0","0","0","0","0","0","1"
"Give me a list of all the buildings which are located in districts governed by John Tory. ?","0","0","0","0","0","0","0"
"Where can one find the Dzogchen Ponolop Rinpoche ?","0","0","0","0","0","1","0"
"What is the mascot of the alma mater of Deborah Crombie ?","0","0","0","1","0","0","0"
"Which TV show produced by Paramount Television and is located in Massachusetts ?","0","0","0","0","0","0","1"
"Who is the owner of the FC which owns the Cobham Training Centre ?","1","0","0","0","0","0","0"
"From where did the son of Gustavo Rojas Pinilla graduate ?","0","0","0","0","0","0","0"
"In which races did Mouse Morris take part ?","0","0","1","0","0","0","0"
"What is the meaning of Heydar ?","0","0","0","1","0","0","0"
"Which river inflow of the Cahora Bassa is also Batoka Gorge Hydroelectric Power Station's river ?","0","0","0","0","0","0","1"
"Who is the appointer of Earl B. Ruth ?","1","0","0","0","0","0","0"
"Which river does Katima Mulilo Bridge cross ?","0","0","0","0","0","0","1"
"To which nation did David Animle Hanses owe his allegiance ?","0","0","0","0","0","0","0"
"What are some shows by Comedy Central ?","0","0","0","1","0","0","0"
"Who owns the airport in Paphos ?","1","0","0","0","0","0","0"
"What nation is the motherland of Ricardo Alfonso Cerna  where Apostolic Vicariate of El Petn is located ?","0","0","0","1","0","0","0"
"Which hockey teams have had people playing as Defenceman ?","0","0","0","0","0","0","1"
"Name books with publisher as Francisco de Robles and writer as Miguel de Cervantes ?","0","0","0","0","0","0","0"
"Give me all magazines whose editors live in Chicago ?","0","0","0","0","0","0","0"
"What type of engines are utilised by Purvis Eureka ?","0","0","0","1","0","0","0"
"Which sports are played in the school which runs the Fr. Agnel Stadium ?","0","0","0","0","0","0","1"
"Where did isabelle caro and judson huss both die ?","0","0","0","0","0","1","0"
"Name the television show whose subsequent work is Crusade and Composer is Stewart Copeland ?","0","0","0","0","0","0","0"
"Katharevousa writers have been given which awards ?","0","0","0","0","0","0","0"
"What are the movies whose director is Orson Welles ?","0","0","0","1","0","0","0"
"What are some mammals whose phylum is Chordate ?","0","0","0","1","0","0","0"
"Who is the Artist of the singles whose film genre is Country music ?","1","0","0","0","0","0","0"
"In which teams did anyone who played as a defencemen, play previously ?","0","0","1","0","0","0","0"
"What party are Siddharta Shankar Ray and Kamla Beniwal from ?","0","0","0","1","0","0","0"
"What ethnicity do people in British Columbia belong to ?","0","0","0","1","0","0","0"
"Which shows are from a company whose subsidiary is Viacom Productions ?","0","0","0","0","0","0","1"
"Who edited  British Gazette ?","1","0","0","0","0","0","0"
"Which spanish novel was published by Francisco de Robles ?","0","0","0","0","0","0","1"
"What are the television shows whose company's predecessor is Desilu Productions ?","0","0","0","1","0","0","0"
"tell me the school to which Cyril Hume went ?","0","0","0","0","0","0","0"
"What is sovereignity of the successor of Mr. George Robert Andrews ?","0","0","0","1","0","0","0"
"Name the prospect team of Mikhail Pashnin ?","0","0","0","0","0","0","0"
"list all the chairman of Vancouver Whitecaps FC ?","0","0","0","0","0","0","0"
"What is the movie whose producer is Michael Deeley and directed by  Ridley Scott ?","0","0","0","1","0","0","0"
"Where did the partner of Teriitaria II die ?","0","0","0","0","0","1","0"
"Who is the licensee of EXXV-TV ?","1","0","0","0","0","0","0"
"Which collaborator of Nice and Smooth wrote Same Song ?","0","0","0","0","0","0","1"
"What company is the distributor of Bombay Sapphire ?","0","0","0","1","0","0","0"
"What are the mascots of the teams participating in the Turkish Handball Super League ?","0","0","0","1","0","0","0"
"Whihc successor of McDonnell Douglas was built bu Delta 3 ?","0","0","0","0","0","0","0"
"What is the alma mater of Julian Leow Beng Kim ?","0","0","0","1","0","0","0"
"In which province was Dick Redding born ?","0","0","1","0","0","0","0"
"Which district of Fort Heath radar station is also the state of Joesph Story ?","0","0","0","0","0","0","1"
"Who were the head of government agencies working in the German occupied Europe ?","1","0","0","0","0","0","0"
"What are the video games composed by Hirokazu Tanaka ?","0","0","0","1","0","0","0"
"Brian Moriarty designed video games written by whom ?","0","0","0","0","0","0","0"
"Who is the executive producer of Into the Dalek ?","1","0","0","0","0","0","0"
"Which writer of Alan Freeman Days is also the writer of Come On over ?","0","0","0","0","0","0","1"
"Who all have appointed governess born in Magnolia Plantation gardens ?","1","0","0","0","0","0","0"
"What is the state of origin of the president whose alma mater is Hellenic Naval Academy ?","0","0","0","1","0","0","0"
"What is the alma mater of Alvin Bell and Charles Plosser ?","0","0","0","1","0","0","0"
"Who all have created new kinds of cookies ?","1","0","0","0","0","0","0"
"Who fought in the battle at Tupelo Mississippi ?","1","0","0","0","0","0","0"
"What is the purpose of some Maharashtran organizations ?","0","0","0","1","0","0","0"
"Which  science fiction show has Steven Moffat as executive producer ?","0","0","0","0","0","0","1"
"What cars were built upon the cars which were assembled in Canada ?","0","0","0","1","0","0","0"
"Which  NASA astronaut was on mission Gemini 8 ?","0","0","0","0","0","0","1"
"Where is the lake located into which the Winnipeg River flows ?","0","0","0","0","0","1","0"
"What is the genre of Battle Chess ?","0","0","0","1","0","0","0"
"What subsequent work of Moondog Matinee has the composer of Motorpsycho Nitemare ?","0","0","0","1","0","0","0"
"Whose shrine is in aachen cathedral ?","0","0","0","0","0","0","0"
"Where are the shrines of the saints who were beatified by Pope Pius XI ?","0","0","0","0","0","1","0"
"Who was the director of photography of Mickey's Mellerdrammer and the animator of Tommy Tucker's Tooth ?","1","0","0","0","0","0","0"
"Who was in the missions of Apollo 11 and Gemini 8 ?","1","0","0","0","0","0","0"
"Who are the scientists known for the Manhattan Project ?","1","0","0","0","0","0","0"
"Who all have been a commander during the battles of Ohio ?","1","0","0","0","0","0","0"
"Which city council owns the Ted Williams tunnel and Leonard Memorial ridge ?","0","0","0","0","0","0","1"
