Questions,label1,label2,uri1,uri2,label1len,label2len,uri1Label,uri2Label
Which owner of the national Herald india is the leader of Kumta,owner,leader,http://dbpedia.org/ontology/owner,http://dbpedia.org/property/governmentType,1,1,owner,governmentType
Name the saint whose major shrine is in Canada and was canonized by Pope Benedict XVI,major shrine,canonized by,http://dbpedia.org/ontology/majorShrine,http://dbpedia.org/property/canonizedBy,2,2,majorShrine,canonizedBy
Where else did the graduates of the university of west indies study,study,graduates,http://dbpedia.org/ontology/institution,http://dbpedia.org/property/almaMater,1,1,institution,almaMater
Which statesman is married to Dolley Madison,married to,,http://dbpedia.org/property/spouse,,2,0,spouse,
Who penned Emma and Jane Austen in Manhatten,Manhatten,Emma and Jane Austen,http://dbpedia.org/ontology/writer,http://dbpedia.org/property/author,1,4,writer,author
Which city's mayor is married to Jean Marc Germain,married to,mayor,http://dbpedia.org/property/spouse,http://dbpedia.org/property/mayor,2,1,spouse,mayor
Which nationality of Newin Chidchob is also the nationality of Ajahn Sao Kantaslo,nationality,nationality,http://dbpedia.org/property/nationality,http://dbpedia.org/ontology/nationality,1,1,nationality,nationality
What is the official residence of the Christopher Daz Figuero which is also the  state of the Cruce a Nado Internacional,residence,state,http://dbpedia.org/property/residence,http://dbpedia.org/ontology/country,1,1,residence,country
What are the track and field events of Jamiatu Muslim Mindanao,events,,http://dbpedia.org/property/athletics,,1,0,athletics,
Which fictional character's portrayer was edited by Roger Barton,edited by,portrayer,http://dbpedia.org/property/editing,http://dbpedia.org/ontology/portrayer,2,1,editing,portrayer
Who is the successor of McDonnell Douglas,successor,,http://dbpedia.org/property/successor,,1,0,successor,
where did Boga originate,origin,,http://dbpedia.org/property/origin,,1,0,origin,
what does the cahora bassa flow into,flow,,http://dbpedia.org/property/inflow,,1,0,inflow,
What awards have been given to the anyone who raced in the Lawrence Realization Stakes,race,awards,http://dbpedia.org/property/race,http://dbpedia.org/ontology/honours,1,1,race,honours
Name the scientist whose academic advisor is Karl Ewald Hasse and supervisor is Georg Meissner,academic advisor,supervisor,http://dbpedia.org/ontology/academicAdvisor,http://dbpedia.org/property/doctoralAdvisor,2,1,academicAdvisor,doctoralAdvisor
Where is the residence of the governor of Bangkok,governor,residence,http://dbpedia.org/ontology/leaderName,http://dbpedia.org/property/residence,1,1,leaderName,residence
Which party of Rishang Keishing is the leader at Manendragarh,leader,party,http://dbpedia.org/ontology/leaderName,http://dbpedia.org/property/party,1,1,leaderName,party
Who is the author of Karakuri Dji Ultimo----,author,,http://dbpedia.org/property/author,,1,0,author,
Name the city whose province is Metropolitan City of Venice and has leader as Luigi Brugnaro,province,leader name,http://dbpedia.org/property/province,http://dbpedia.org/ontology/leaderName,1,2,province,leaderName
Which universities are alma mater to Charles Plosser,alma mater,,http://dbpedia.org/property/almaMater,,2,0,almaMater,
What is the associated band of the musical artist who is the producer of The Trumpet Kings Meet Joe Turner,producer,associated band,http://dbpedia.org/property/producer,http://dbpedia.org/ontology/associatedBand,1,2,producer,associatedBand
Which city's governing body is led by Bruce Harrell,led,governing body,http://dbpedia.org/ontology/leader,http://dbpedia.org/property/governingBody,1,2,leader,governingBody
What is the genre of the Band whose home town is County Westmeath,home town,genre,http://dbpedia.org/ontology/hometown,http://dbpedia.org/property/genre,2,1,hometown,genre
"In which city is the building, whose part is the Martin AN/FSG1 anti aircraft system",part,aircraft system anti,http://dbpedia.org/ontology/part,http://dbpedia.org/resource/Martin_AN/FSG-1_Antiaircraft_Defense_System,1,3,part,http://dbpedia.org/resource/Martin_AN/FSG-1_Antiaircraft_Defense_System
Where was the successor of Hank Brown born,successor,born,http://dbpedia.org/property/successor,http://dbpedia.org/ontology/birthPlace,1,1,successor,birthPlace
Who authored the works published in the Jump Square Magazine,Magazine,author,http://dbpedia.org/property/magazine,http://dbpedia.org/property/author,1,1,magazine,author
Where does John A Danaher III work,work,,http://dbpedia.org/property/office,,1,0,office,
Where was MacKenzie Miller born,born,,http://dbpedia.org/property/birthPlace,,1,0,birthPlace,
Which genre of books does the writer of The Many Hands write,writer,genre,http://dbpedia.org/property/author,http://dbpedia.org/ontology/genre,1,1,author,genre
Laozi has authored which books,author,,http://dbpedia.org/property/author,,1,0,author,
What are some common games played in PATTS college of aeronautics and Jamiatu muslim mindanao,played,played,http://dbpedia.org/property/athletics,http://dbpedia.org/property/athletics,1,1,athletics,athletics
Companies headquartered in Geneva own which TV Shows,headquarter,companies,http://dbpedia.org/ontology/headquarter,http://dbpedia.org/property/company,1,1,headquarter,company
Of what all has David Ian Salter been an editor of,editor,,http://dbpedia.org/property/editing,,1,0,editing,
What is the place of death of the royalties one of whose parents was Adam Ludwik Czartoryski,parent,place death,http://dbpedia.org/ontology/parent,http://dbpedia.org/property/deathPlace,1,2,parent,deathPlace
What actor starred in Splash and is married to Rita Wilson,actor,married to,http://dbpedia.org/property/starring,http://dbpedia.org/property/spouse,1,2,starring,spouse
Name the movies distributed by Warner Bros. and directed by Ridley Scott,distributed by,directed,http://dbpedia.org/property/distributor,http://dbpedia.org/property/director,2,1,distributor,director
What was the result of Operation Autumn Clouds,result,,http://dbpedia.org/property/result,,1,0,result,
Grey gppse and eristoff is produced by which company,company,company,http://dbpedia.org/property/manufacturer,http://dbpedia.org/property/manufacturer,1,1,manufacturer,manufacturer
To which political party does the writer of In the Bazaars of Hyderabad belong,writer,political party,http://dbpedia.org/property/writer,http://dbpedia.org/ontology/party,1,2,writer,party
Where did the 2015 MLS All-Star Game take place,place,,http://dbpedia.org/property/city,,1,0,city,
What is the mascot of military in Quezon city,,mascot,http://dbpedia.org/property/garrison,http://dbpedia.org/property/mascot,0,1,garrison,mascot
Who was the president at the time when the opponent of Benjamin Spock held office,opponent,office,http://dbpedia.org/ontology/opponent,http://dbpedia.org/property/incumbent,1,1,opponent,incumbent
"Janaka Thissakuttiarachchi follows what religion, which once employed Atisa Srijnana too",religion,employed,http://dbpedia.org/property/religion,http://dbpedia.org/ontology/occupation,1,1,religion,occupation
Name the college of Jon Curran,college,,http://dbpedia.org/property/college,,1,0,college,
"Comcast SportsNet is broadcasted in what area, which also has the Michigan Renaissance Festival",SportsNet,broadcasted,http://dbpedia.org/property/location,http://dbpedia.org/ontology/broadcastArea,1,1,location,broadcastArea
"What state was Cyrus Mann born in, and has the famous Downriver",state,born in,http://dbpedia.org/ontology/state,http://dbpedia.org/property/birthPlace,1,2,state,birthPlace
List down all the associcated musical artist of the artist of In a Word or 2,artist,musical,http://dbpedia.org/property/artist,http://dbpedia.org/ontology/associatedMusicalArtist,1,1,artist,associatedMusicalArtist
Hugh Hefner is editor of which magazine,editor,,http://dbpedia.org/property/editor,,1,0,editor,
Which awards have been given to the horse who sired Triplicate,sire,awards,http://dbpedia.org/property/sire,http://dbpedia.org/ontology/honours,1,1,sire,honours
List books authored by Miguel de Cervantes and published by Francisco de Robles,author,published,http://dbpedia.org/property/author,http://dbpedia.org/ontology/publisher,1,1,author,publisher
Who is the employer of Ralph flanders,employer,,http://dbpedia.org/property/occupation,,1,0,occupation,
What sports are played by school which owns Fr. Agnel Stadium,owns,sport,http://dbpedia.org/property/owner,http://dbpedia.org/ontology/sport,1,1,owner,sport
What is the city whose mayor is Anne Hidalgo,mayor,,http://dbpedia.org/property/mayor,,1,0,mayor,
Which nation's engineers have graduated in Poland,graduated,nation's,http://dbpedia.org/ontology/education,http://dbpedia.org/property/nationality,1,1,education,nationality
List the races of Fergie Sutherland,race,,http://dbpedia.org/property/race,,1,0,race,
"In all the places with a stagecoach, where is a Peetz Table Wind Energy Center located too",located,located,http://dbpedia.org/property/location,http://dbpedia.org/property/location,1,1,location,location
Which things are Breann McGregor known for,known for,,http://dbpedia.org/property/knownFor,,2,0,knownFor,
Who is the Pole driver of 1992 Canadian Grand Prix,Pole driver,,http://dbpedia.org/property/poleDriver,,2,0,poleDriver,
Sentinel High School  team is known as,team,,http://dbpedia.org/property/teamName,,1,0,teamName,
Name the movies writtten by the group Monty Python,group,,http://dbpedia.org/property/writer,,1,0,writer,
What are some shareholders of the bridge maintained by the Massachusetts department of transportation,maintained by,shareholders,http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/property/owner,2,1,maintainedBy,owner
Which creator of Theme Time Radio Hour has also given the  musical score of the The Times They Are a-Changin' (musical),creator,musical,http://dbpedia.org/property/creator,http://dbpedia.org/ontology/musicBy,1,1,creator,musicBy
"Alexander Magleby, a rugby player is alma mater to which university",university,,http://dbpedia.org/property/university,,1,0,university,
In which state does the valley bordering the Modoc plateau lie,border,state,http://dbpedia.org/property/border,http://dbpedia.org/ontology/state,1,1,border,state
What did the people buried in Toronto die of,buried in,die,http://dbpedia.org/property/restingPlace,http://dbpedia.org/ontology/deathCause,2,1,restingPlace,deathCause
List the major shrines of the saints whose one of the shrine is St. Takla Haymanot's Church,major shrine,major shrine,http://dbpedia.org/property/majorShrine,http://dbpedia.org/ontology/majorShrine,2,2,majorShrine,majorShrine
What is the denomination of S. H. Kapadia,denomination,,http://dbpedia.org/property/religion,,1,0,religion,
Which training center of William Anthony has also alumni named Philip W Pillsbury,training,Pillsbury,http://dbpedia.org/property/training,http://dbpedia.org/property/education,1,1,training,education
